,Ratings,Full_review
1995,5,Excellent product. Much higher quality than windows by any means and measure. I managed to adopt to new interface very quickly.its very intuitive. Lucky to get the best possible deal on this site.
1996,4,After contemplating for years i orderd it on flipkart mainly due to flipkart sale i got it for 44990. Over all excellent product. I haven't used it much but till now what i have observed i want to share with you. PROS. Very thin and light. Excellent finish and packaging Great battery life. Takes very little time to charge Magsafe charging adapter. ( very useful)  CONS. Very average display and screen. Charger cable is very thin and flimsy. Hard disk only 128 GB But these cons are not that sig...
1997,4,Happy with the product & packing was good .  if ur looking for a Sleek and portable laptop with efficient battery then this one is a good pick. Display though is a bit on the lower side unlike the Apple retina display.  Also consider that the laptop doesnt have any lan port or hdmi port.we need to separately purchase the thunderbolt2 converters.The actual apple prices are proced above 1500 bucks.   Purchased it on big billonday sale for a decent price.
1998,5,"Excellent Product. Worth for the price 44,990 (Bought in Big Billion Day). Good specification. Love it."
1999,5,"Product does what it is intended to do with perfection. Surfing internet and playing videos with great battery backup is just awesome. I havent tested how long does battery go but i think i am getting atleast 7.5 hrs. This is my first mac machine and i have been using win for 10 years, so switching to mac is just out of world. Build of this laptop is sturdy. I travel alot and i think this machine is made only for travellers. This was the product part now lets come to flipkart. I got it delive..."
2000,5,"Best in class, smooth interface n sleek slim design. Value for money. Recommended in under 50k."
2001,5,"Perfect stars coz of d quality of hardware n software both that Apple offers. Earlier used Sony, HP n dis is my 1st Macbook. This is definitely make u feel more Luxurious n proud. Amazing 8-10 hrs battery, Ultra soft keyboard, i did Boot camp from Auth. Apple Store n have Windows 10 Pro perfectly working on it. And for storage, unless u r Media (Movies, Music, Images) freak, u wont even need an external memory n 128 Gb would be sufficient (even after 50Gb boot camp)."
2002,5,"Happy to buy ... In BB..Day.. Good .. packing, and quality..... . Delivery... Everything.... I will suggest u. To buy.. bcoz.. it's satisfies me..."
2003,4,"Good looking, sound quality off charts ,overall good for light works but the OS is pretty tough to understand."
2004,5,"That was really awesome service from Flipkart. Product delivery date was within 2 working days and it got delivered safely within time. Thank you Guys, I really recommend buyers to get the product from Flipkart Thank you."
2005,5,Very good product made by apple... Now for festival season it became more cheaper ....All things are all right as per specification it's looking also damn hot.... From overall view it's great one
2006,5,"Excellent product. Awesome feel and quality . Nodoubt Apple stands out as far as quality and feel of product is concerned . Value for money. I not a developer or a gamer , it absolutely fits my expectation , exceeds it. Now I am proud owner of Macbook . Fantastic . The moment you unpack it and touch it , you will be mesmerised . I was quiet skeptical about apple products before I bought this , now I can understand why Ppl are so crazy about apple . It is fast , looks is awesome , feels premiu..."
2007,5,"Got a really good deal with great discount and EMI option. After unboxing the Macbook 13 air, I felt really happy because of the great look and product quality. This is indeed the best buy deal and smoothly delivered from the seller with good packaging. Thanks"
2008,5,"This is my first Mac and I am totally loving it . I researched for a new laptop almost 2 months and finally decided to get a macbook air 2017 in this big billion sale . Believe me it's fast and unique , you will love it ."
2009,5,Trust me guys its totally worth . I loved the packing quality by Flipkart and also and amazing discount Its showroom price is 78k and I got it for 45k Very happy.
2010,5,Got it 45k big billion day sale !!!!! It's worth the buy it was pretty well packed with everything sealed A good use for normal day users Surely recommend !!!
2011,5,"Super fast delivery, awsum packing.... And super amazing laptop at super amazing price..."
2012,5,Excellent laptop with super awesome specs. The main highlight is Mac OS. Its fluid smooth and none of the current OSs nowadays can give you such a smooth experience.  Delivery by CloudTail was fast than I expected and the packing is really good. Enjoyed it.
2013,5,Awesome got in 2 days of my order in safe manner.. I liked it soon much. Thanks to flipkart
2014,5,"Got it for 44990 only without exchange Very happy with BBD offer Delivered on second day of order No other laptop has build quality,p performance and battery life @this price Only drawback is internal storage is only 100 gb free But we can afford external HDD for this Local store estimated 67000 for same model Best ever purchase from flipkart  still working like new in sep,19 , more than two years from purchase"
2015,5,Awesome delivery service by FK with a seamless exchange process. Managed to get the air for 37K with the exchange and cashback from HDFC and I must day thats the best deal i have got so far ! This is the first time I am using a MAC and i am just thrilled on the user experience ! I would certainly recommend this laptop to anyone who wants to use it for day to day personal computing needs.
2016,5,Awesome experience. Thums Up for the services. Great Product. Great Experience Looking forward for such awesome deals.
2017,5,Awesome apple MacBook Air I got today from flipkart . One of the best thing is that I have received it only in two days. Most trusted online shopping app.
2018,5,"I received my MacBook air yesterday itself and the packing was awesome thanks to Flipkart! Coming to MacBook proper I would say nothing beats MacBook in its charisma... Its sleek, sharp and unlike other reviews I would not complain about display... I have no issues with display at all... I love the keyboard, trackpad and what not! Will post a review on performance a week or later.. thank you!"
2019,5,"Delivery was blazing fast and i bought it for programming ,it runs anroid studio and xcode like a breeze!! I got it just for 45 k which the cheapest ,i asked in a apple store they told 2017 model cost 64k!! Thanx flipkart.product is just outstanding"
2020,5,The apple laptop is just awesome I would definitely recommend to each and everyone ...just awesome experience and excellent laptop
2021,5,I already had 2 15 inch retina MacBook pro and they were super fast. But they were super expensive. MacBook air is fast and super cheap
2022,5,"First of all thaqu forLightning Speed Delivery & Awesome packing , Coming to laptop, It looks classic, Shiny and beautiful. The keyboard is superb Display is ok screen appears little bit small, but the design, look and performance makes it value for money."
2023,5,"1. Best product 2. Really light weight 3. Easy to understand and use 4. Had a hardware issue within 4 days of buying, got a good service support"
2024,5,"Great lap top. Got it for Rs. 60,450. Value for money."
2025,5,"It’s good...performance,battery,looks...everything....Have been using iphone for last 5 years but first experience with MacBook... Flipkart delivery was also fast... Delivery boy was good...since the tape of outer bigger box was loose so he asked to open the inside box and take out the MacBook packaging to check that it’s not touched and completely sealed..."
2026,5,Bought the macbook for the first time. When i opened it i felt in love with the design and the quality is superb.I feel like a child as i have no idea how to operate a mac os. Mac os is easy to operate and the trackpad is simply WOW. Battery Backup is Excellent.I used it continuously for 3 hrs and the battery drained only 21%. I have more to say but i don't want to make it an essay.
2027,5,Flipkart is an authorized re-seller of apple. and you are getting huge discounts here. What more to say?
2028,5,Best laptop i ever bought...battery life is just extraordinary...super fast processor...SSD128 is more enough if you have an external HDD....only con is the display..could’ve built a better display for this fantastic product. This review is after using the product for 6 months.
2029,5,Worth for price & pretyawesome for apple passiinates
2030,5,"Got this product on Big Billion Days offer for Rs.44,900. That's probably the most excellent offer considering it's retail value at 66K. This is my experience after 15 days of use.  About the product,  DESIGN - With the everyone's favorite beautiful apple logo, it's got premium touch. It's well built. Its Sleek. It's Elegant. One of the most beautiful machine you'd ever get your hands on to. Ultra slim. Ultra light. You'd barely feel any weight of your bag. Extremely portable. If you are a ..."
2031,5,I just love this
2032,4,"Review after six months of usage: My personal opinions are in the form of Q&A to give you guys a better understanding :-  Q. Am I an apple fan boy writing this review? A. NO. Definitely not. And I don't think I will ever be.  Q. Why this laptop? A. I was looking for laptop which would allow me to my daily casual stuff, like surfing the net, replying emails, presentations, and yes one very important aspect, I love carrying my laptop around because of me travelling often, so a long battery life..."
2033,5,MACBOOK AIR (highly recommended) go> It> And> Buy> It>
2034,5,Excellent Storage is not sufficient
2035,5,The machine is simply amazing compared to any other machine. The OS is clean and fast. The display is also good. The keyboard and track pad are smooth as honey.  Had a few mild scratches its kind of ignorable.  Thank you Flipkart and Apple.
2036,5,Really loving the experience...Just loving it👍
2037,5,"Fast boot time , excellent display, no slowness, definitely good."
2038,4,"It gives me nearly 7 hrs of battery life when I stream on YouTube, Viki etc. Even though it's only dual core yet I have never faced any kind of lag. Best thing is, if you want to do video editing it comes preloaded with iMovie, which in my opinion gets the job done for most of the people who edit videos."
2039,5,Thanks flipcart I am very satisfied with this product
2040,4,The 4* is because the magsafe (the adapter) is getting heated while charging...
2041,5,"Best laptop I ever seen, best performance,... Good product, Thanks to flipkart but the demerit is price is updown everytime ,I brought this product of 61990 but now the rate is down..."
2042,5,Using for more than 2weeks. Nice experience.
2043,5,Awesome Product.
2044,5,Aswm product !!
2045,5,Superb superb graphics great music for production logic pro but need a harddics
2046,5,Flipkart delivery was frustrating. Ordered on 25th Oct and received on 3rd Nov. But wait was worth. Shifting from Windows to Mac was a big decision. And all I can say that Mac is super fun. Go for it.
2047,5,"No words to praise this beaty, made my life a lot easier than ever."
2048,5,great
2049,5,osm product
2050,5,Just Amazing. Love it.
2051,5,probably the most wise decision of my life! Excellent performance ! simply beautiful!
2052,5,"Worth every bit. If you're looking for a laptop that is fast - avoid Windows it can't multitask. MacBook hardly takes a second to start up. Can multitask without hanging and is sleek, light and has a longer battery life than my previous Windows laptop. It's been 2 months I'm using this and it is as smooth as butter."
2053,5,Product is very nice
2054,5,SUPERB
2055,5,Awesome
2056,5,"Excellent product, effective delivery and awesome performance."
2057,4,amazing mind blowing product but delivery service is so bad too late delivery and shipped too late product
2058,5,"Awesome performance, light weight and stylish"
2059,5,"Good design, huge performance and scalable product from apple. OS boot up in 5 sec.. slim and less weight,.. long life battery once charged 100% with max utlization it will be 9 hours life... Good sound system and dispaly... Nothing more than that except low ssd space... But thats fine.. go for it .."
2060,5,Once failed to load screen but got serviced under warranty. Good one
2061,5,It’s awesome product
2062,5,nice product from apple
2063,5,Excellent product received in pristine condition and within 24 hrs... :-)
2064,4,"It freezes a lot due to chrome and whenever it stucks, i have to force shutdown it using cmd+shift+power and then restart it again."
2065,5,Awesome machine.. very happy with it!
2066,5,Fast and we'll handled delivery. The product was as expected.
2067,5,really good
2068,5,great product. go for it. moved from windows to mac and its really amazing to see the differences.
2069,5,"At first go , one is very scared while buying apple products online . But you can easily trust flipkart in this call . Though the delivery was pretty late , like I received the product after 20 days since I ordered it . Rest , as of now the product is working fine ."
2070,5,Fantastic product at an affordable price.
2071,5,This is just superb... and nice to operate... Start and Shut down is very fast... I brought it for 42K... thanks Flipkart... for this wonderful delivery...
2072,5,"Hello there!!! This product really rocks. I don't have to write much about apple products which is known wide already but as a first time MAC user I am very much impressed. To be frank I was worried upon the negative review of this lap top where people have mentioned about heck a lot of complaints on the product build quality and performance. But after using my received item, I feel much satisfied not the laptop. It is just like handling a mobile but in the form of a lap top and very addicti..."
2073,5,Perfectly designed for business travelling people.
2074,3,if you are really serious about display quality then it is quite disappointed for me when i first open and expected a good display .. if you have budget go for retina display
2075,5,Excellent.
2076,5,"amazing build quality, and the screen is not bad, you can increase brightness significantly. I have upgraded from 720p screen and it's around 1080p(not exactly). great product, though slow delivery from flipkart took 9 days.."
2077,5,Genuine product love it
2078,5,"If you love the iOS environment, want superb connectivity with your iPhone, this laptop is the best deal out there. Of course if you have the bucks, the other mac models are awesome too. The laptop runs really smooth. MacOs is simply the smoothest and richest operating system. If you want a laptop that 'looks' awesome, this is the best option. At a price of 55K INR, it is a steal. Otherwise on paper, specs may not seem awesome, but these laptops are not sold because of their specs. They are ..."
2079,5,Good product with this price 56k
2080,5,Got it at a discounted price while opting for the No Interest EMI scheme. Flipkart delivered the product very next day. Packaging was good and solid. On unboxing got a perfectly sealed MacBook Air in the box. Just love how sleek and polished the laptop is. Coming from the 2011 MacBook unibody(lasted me 7 years and still working) this is a very welcome upgrade. The specs are more than sufficient for my day to day work and business travels.
2081,5,"Worth the penny... I was afraid about the online purchase, but Flipkart didn't made me down. It was all perfect and the MacBook Air- an awesome product by Apple. I love it"
2082,5,Worth the offer!
2083,5,Good.
2084,5,Nice product
2085,5,Awesome product ...great...
2086,5,"At 45k pricepoint its the best. Lightweight as name suggests. Ssd quickly opens everything Short on storage (purchase an external hard disk or jetdrive or something like it) Battery backup the best off all laptops, more than 12hrs of backup working on docs and listening songs. Magsafe charges even quickly. Less ports so separate adapters are must Overall bestbuy at this pricepoint"
2087,5,Really words no 1 speed laptop  But not saport canon lbp2900 printer
2088,5,"Perfect laptop, 💯 % genuine. Thank you flipkart"
2089,5,This is a very high positively rated product. The gadget is as per its reputation. Very satisfied with the purchase. It was delivered before the proposed date . The product arrived to Kochi within 24 hrs of placing the order however it got delivered on the third day of reaching the city. It would have been just WOW if delivery was within 24 hrs of reaching the city.  The packing was very good and its import date is of Aug 2017. The os got upgraded to high sierra on updation.  The exchange o...
2090,5,The Macbook Air is an amazing product. It's a piece of art. Since last 20 years I have been using Windows PC so I was bit nervous if I will be able to adept to Mac. But believe me it's not that difficult. I had few issues in the beginning but you can always Google it and find the solution. Also Flipkart did the good job of delivering it as per promised.
2091,5,"thanks flipkart ,for this beautiful product.i got this product for 50k.it simply amazing,light weight,and gives charging upto 9-10 hours.sound quality and bass is absolutly good.only problem is getting slightly heated up.remaining all is simply superb."
2092,5,Very much pleased with the product.. and delivery was before time.. packaging was very well done.. very happy.. thank you.. Flipkart and apple.. keep surprising with this kind of offers.
2093,5,Genuine product
2094,5,"Awesome product, & Osummm service, Flipkart"
2095,5,"Original, Warranty ok , No Issue, Perfect,"
2096,4,"Genuine Macbook Air at a great price thanks to FlipKart big sale weekend. Satisfied with Retailnet for putting the laptop at a such good price, but delivery took a full week. This laptop is actually a shame for Apple to put on sale in 2017, amongst many things the screen is not even HD. However I knew what I was buying and for the discounted rated it was a good deal. Thanks Retail net and Flipkart"
2097,3,Screen quality is not upto the mark. Other features are really good..
2098,5,Received the product on time. Amazing packing by flipkart. So far so good. Will be able to update the feedback of Mac book after some time.
2099,4,Very good product.
2100,5,"Got it for 44,990 on big billion day sale , good product the track pad is the highlight of the device. Gestures are very good,amazing battery life too, sound is incredible ,fastest laptop"
2101,4,AT 45K fair trade!
2102,5,first of all got it at 43500 only during flipkart BBD sales. thanks to flipkart and packing also good and two day delivery. now comes to laptop. prons: 1. great build quality as it is an apple product. 2. 100 % original product you can check from apple website. I filled my machine no. and it shows product is under warranty upto 22 sep 2018. 3. battery life is also good and also depend upon usage. 4. webcam is superb and mic and speakers also. 5. processing is good no hang as I am using MATLA...
2103,4,"A fantastic product, love his touchpad n fast response (bcz of ssd). Overall still it worth in 2017 to hv a mba"
2104,2,"Update- 22 july 2019: so my MacBook air which was not in use for several days like 10,15 days got dead. Yes no damage nothing was placed in dry place no charging issue. The motherboard is dead and now I can’t figure out how this thing happened. I have not expected this type of cheap quality product from apple. Big disappointment. And yeah let me Tell you now it will cost me nearly 20,000 to repair it. What a sick product.   On time delivery! Easy to understand little bit slow when u open fo..."
2105,5,Worth for Money..
2106,4,Perfect low cost ultrabook available right now..  Those want more hard disk..need to look somewhere else..may be LG GRAM or ASUS zenbook.but again both will be on higher side and still wont be comparable in yerms of hardware. I got it around 56k after discounts from CITIBANK CC and Flipkart special offers..Mine is 128 Gb.  Software: Well there is literally no end to this topic..Those who are already in Windows ecosystem..no need to move into iOS ecosystem its not gonna be easy..in fact just b...
2107,5,Great performance. No comparison with any other brand. I bought this laptop in 46K during a Filpkart sale. I am happy with this product. I hope it will not disappoint you if you are thinking buying it. kindly do check about latest model as well. This is 2017 model though you can go with this as it has all the regular updates which Apple provides.
2108,5,It is as amazing as a laptop can be. Buy it for daily use and work purpose. Gaming is not possible. Battery life is phenomenal. Works like a charm and is a 2017 edition. Great buy. Received on time and with great exchange offer.
2109,5,Nice product. Battery backup 7.5 hrs. Got this at 49990rs.
2110,5,One of best product with in budget and classic
2111,5,A great product from Apple. I bought it just to give it a try to Mac and now I am never going back to windows ever. Soon I will need a pro version though. The specifications are on a lower side but the experience is so good. Worth every penny.  received a cashback of 10500. Great deal
2112,5,No word 😘😘😘
2113,5,Nice one go for it.... ले लो..
2114,5,Editing review after 1.5 yrs of usage.... Works nicely.... Got two major software updates- Mojave and right now on Catalina..... Battery is awsome.. Supports whole day... No need to carry charger.... Only limitation is of number pad.... Felt difficult to enter data in number(excel) sheet.. Keynote is nice.. Can use powerpoint (Microsoft)prepared slides with keynote....
2115,5,Amazing product. It gives lot of happiness full of happy. It's totally differ from windows.
2116,5,"just awsm, go Nd buy this stuff"
2117,5,As always... the best laptop... UI is best... motion control up to the expectation! 100/100 to it! all 5 Stars!
2118,5,Good delivery.  Very good product. All as per expectation.
2119,5,"A wonderful product. Being an helpless fan of Apple products, this is to say that anyone who will acquire this product will never lament in their lives. Please buy this and experience the flawless Apple."
2120,5,"Awesome product,fast delivery Genuine product thanks retailnet"
2121,5,bought 2 years back....still amazing
2122,5,this is my 1st product of apple and very nice product thank u apple nd thank u flipkart
2123,5,this is an awesome product I loved the performance and macOs is the best one can get as an operating system
2124,4,it's mac u all know and i don't have to say something its simply awesome mind blowing....and secondly thanks to Flipkart for the great offer providing us..
2125,5,Best laptop i have ever used...Got the delivery late but it is a beast in performance...And looks gorgeous...and the flooring Apple logo..
2126,5,My Macbook air is awesome....THANK YOU FLIPKART...GREAT PROCE...GREAT LOOK...TRENDY...STYLISH...  THANKS ALOT
2127,5,Perfect partner
2128,1,"The rating given is based on the experience I had. Bought this product on Big billion day Oct'19, within a week I had to take it to service center. Issues I faced was - 1. Heating. 2. Not booting and showing black screen. 3. And finally it stopped working and not able to switch it on."
2129,1,Not worth it to buy such a overly priced and overy hyped device. Its repairing costs more than the actual CP. This is horrible. Had to shed another 45000 for repairing its logic board.
2130,5,"Thanks Flipkart, Good time delivery. Another apple brand so classic ,so elegant and beautiful. all rumours with this are just wastefull. awesome build quality, look , screen ,work absolutely flowless.  switching myself from window to macbook. Great product by apple at such price. five star."
2131,3,"A very nice laptop but is overpriced.The maintenance is too damn high.I bough this in 2018 and in 2 years this laptop broke down two times,both during june july month.The service centre told it's a common problem with macbook air.The first time it crashed it was still in warranty period and hence was repaired for free. But let me tell you after purchasing a laptop worth 60k you don't want to repair it again at a cost of at least 40k. Coming to design and performance both are awesome. But if y..."
2132,1,"Macbook air as a product is undoubtedly great. however a word of caution regarding the seller. Not a reliable seller. i bought it from Truecom retail and was sold by sane retails pvt ltd from telangana. when i checked the serial number of the macbook for warranty status on apple website, it showed purchase date not validated and serial number was not mentioned in the invoice. hence it was not showing 1 yr warranty. I contacted flipkart for resolving the issue and i was promised that issue wou..."
2133,5,what a beast! the power of mac machine just loved it. dream comes true 😍
2134,5,Good Product for Student who interested programming.... Built Quality is Nice... And it is Too Slim And Light Weight APPLE Genius 👌😍... Especially Tracpad... Keyboard also..I'm love with it..😍😍😍😍😍
2135,5,You can go for it. I love it
2136,3,i got my product and I am happy but I got product not on time.
2137,5,nice product !I like it
2138,5,its a very good laptop. Very slim and light weight. I got 2017 model..
2139,1,"This is 2nd time I am facing in your exchange orders. inspite of giving all description, got harresed at the time of delivery. I hope no body will give brand new piece in exchange and for simple 1no scratch mark discount amount was reduced by RS.3800/-. I have paid the full amount and didn't opt for exchange. From next time onwards I will not opt for any item against exchange becoz felt cheated. Also will think twice to place orders to Flipkart. Honestly very dissatisfied with the service I g..."
2140,1,I mac good product but flipkart service very bad
2141,1,Must buy from apple store for warranty
2142,4,the premium things looks premium but performance is okay okay type to be frank
2143,1,Don't buy mac book on Flipkart
2144,5,"Awesome product, two days delivery Genuine product. Many thanks to Retailnet. Got the Product in Deal price at 37K :-)"
2145,5,"Absolutely no comparison, if one has this much budget then just go for it. This is great product"
2146,5,"I have been using Iphone for the past 6 years, so Apple products always at the First in Quality and performance. So planned to buy the Mac book now."
2147,5,A premium quality product... aluminium built...light weight... outstanding battery performance...amazing window transition optimizations...it is currently running on Mojave V10.14.4...but it has recieved an update to 10.14.6
2148,5,really the best one.... i brought it for 45k during big billion days.... Top most performance in every area....
2149,1,Dont Buy this product on Flipkart they will treat and fool you like donkey. worst customer care in the world
2150,5,"light , fast and easy to handle, good purchase"
2151,5,"No comparison with any other laptop for any task. Best machine for coding, graphic designing and business use. But, If you need a laptop for professional video editing and can spend some more money, Go for Macbook PRO..! Otherwise MacBook Air is best laptop and value for money"
2152,5,Very good
2153,5,"I am a software developer, It works fine for me."
2154,3,Suffering to adapt the iOS system while whole life spent using windows.
2155,4,nice product...if you are looking to buy new laptop and if this fit in your budget...go for this..
2156,5,"Its Mac so no need to tell anything about the product. But I must tell about Flipkart. delivery was fast, nicely packed. after two months all of a sudden my mac charger stop working, may be my bad luck. I contacted flipkart customer care and got immediate response that as i am still under warrenty so I shall get free service from icare. I contacted icare and you cant believe they have replaced the charger COMPLETELY FREE OF COST!! so it is myth that online product doesnot comes with warranty."
2157,5,After 2 months : I can definitely assure you that you'll not be returning to the windows again after using mac... Everything is so simple and very well managed... Strongest point is it's battery... Sometimes I've got 14-15 hours of battery backup... In 60 days of usage I've just charged it 22 times (Voila! Yes you can see the number of times you've charged your Mac)...I would definitely recommend it to everyone because I'm really happy with my MacBook... I've recommended it to many of my frie...
2158,5,"First of all thanks to flipkart for big billion day and quick delivery. Got the product for 43500/-, one of the best deal.  No doubt that machine performs well. No heating issues and quite easy to carry around. Good battery backup as well. If may feel a bit of difficulty in using the machine initially is you are from a windows world. But it just takes few hours to familiarize and then you will enjoy the ride"
2159,1,This is my first apple product and I bought this laptop on exchange with the my old hp laptop. My experience on very first day few keys are not working and I reached out to the Flipkart and they gave me response stating to visit and nearest mac service center. There is no replacement for the product and the solution for this fix is they need to replace whole keyboard. I am not happy because at the end I will be getting the repaired product and not the new one. ...
2160,5,Its the latest MacBook air model (128GB) and imported in India in August 2017. Its enthralling to use it. The performance is glitch free. Do buy if you are looking for a sleeky laptop.
2161,5,"lovely sexy owsome... if u are planning to buy ; just go for it. money comes and go, but feelings of macbook will last longer"
2162,5,Superb
2163,4,display body is very loose
2164,4,Product was as exactly as described Using for a week working flawless.  One thing i got annoyed with was it got some scratches on the bottom.   Android studio and xcode working flawless
2165,5,"The laptop is awesome but please tell my friends that I've bought it by selling my Mother's Ornaments 😥cause even if I tell them, they don't believe me😖they would still call me borolok er baccha😟"
2166,5,design is awesome 5/5 performance good 4.5/5 Premium quality display 4.3/5 Battery back 6-8 if using internet continuesly Charger heating very high 3.9/5 Facetime video call laptop also heating suddenly. Will update after 1 month use🙏
2167,5,Awesome packaging . Delivery within 2 days . Nice product 👍
2168,2,Changed my rating from 5 star to 2 star.. within six month my macbook battery is dead. Last night i used it and in the morning the battery is dead. Battery need to be replaced now..
2169,5,"excellent,superb,no words to describe this product, it had reached my 100% expectancy, best price.it's just amazing 😍😍"
2170,5,Build quality is excellent. Mac os is fantastic. Better than Windows os. Worst experience on Flipkart delivery. Worst Delivery. But MacBook air is excellent.
2171,5,"Amazing Performance, Light Weight And Slim...Very Nice Product.👌👌👌👌"
2172,5,"After using I would say, apple again won my heart with the product performance. Far better compared to the most windows laptop."
2173,1,i bought MacBook air on big billion sale..this particular laptop is slow and charger gets hot very soon..I have used Macs earlier also but this one is the worst.. I am trying to get this my laptop exchanged but Flipkart isn't helping at all.
2174,1,"I bought it on 21 Feb 2020, the charger stopped working after 4 months. No response from customer care."
2175,4,"so alleractive look, awesome.."
2176,5,Best laptop for programming nd web development students
2177,5,"I was looking to buy a laptop with good process speed and battery backup, i choose mac over windows this time. I have a macmini at my disposal so i was aware of the fluency mac os has. battery backup is awesome, it definitely will last for more then 8+ hours on single charge. Ppl who travel and are looking for great combination of speed and battery backup have only one option that is MacBook Air"
2178,1,"one year down the line, the motherboard is not working. please be careful while buying from this retailer"
2179,5,I purchased it for 53k during billion days. Being a developer this system doesnt hang for me even though i open n number of tools and IDEs  Absolutely loving its non lagginess and tiny classy look
2180,3,Good one
2181,2,Laptop is really good. I've bought it 2.5 years ago and working fine for first year and then suddenly I was unable to start my Mac. Display was not working but my good luck that it was still in warrenty and thus they have replaced motherboard and it started working again and after exactly one year I'm facing same issue but this time they told me that I need to replace the motherboard which coast me 42000.  I suggest not to buy this laptop.
2182,4,"I've purchased this laptop for 45k during big billion day sale and I was lucky to get it at that unbelievable price. Talking about the laptop, in 2018 it is outdated with the hardware and the design but still, it is the best buy if you got this 3 major aspects before going for a laptop : 1) Long battery life 2) Light Weight 3) Versatile Then go for it without thinking about anything else. Yeah, it is not for the gamers. I use it regularly for coding, web and movies and it is doing pretty awes..."
2183,5,Excellent product from apple. Enjoying it. Quick delivery by flipkart. At 55240! My local apple reseller quoted 70000.
2184,4,Just loved it..
2185,5,I have been eyeing this macbook for the past 6 months and waited till this Big billion day. Big billion day offer was just amazing. The cost of this macbook is around 58990. I bought it for a discount of flat 13000 + 1500 on Sbi card. Ensure that Flipkart assured tag is there before checking out.
2186,5,Amazing laptop in this price range
2187,1,After 3 month this line appear total lost and west products I need replacement this product I don't believe
2188,5,One work Fabulous product 😍😍
2189,5,A Masterpiece from apple....i have used windows and linux but this is awesome experience... very impressive design and OS
2190,3,"MacBook performance has been a breeze - 5 stars for that but flipkart exchange of old laptop has been very disappointing. even for a less than mm scratch the exchange was rejected, I guess we have a buy a laptop just for flipkart exchange"
2191,5,Excellent product from apple. Enjoying it. Quick delivery by flipkart
2192,5,"Fantastic buy on flipkart . Top notch drlivery and packing , top notch new untouched genuine product delivered."
2193,5,nice product got is offer best price.
2194,5,One Liner: Go for it..!! You will get updated version which is Mac OS Mojave 10.14. Amazing Battery Backup with very thin and beautiful look. No performance issues or heating problem with Mac. You can do lots more with the laptop except heavy gaming.
2195,5,It is an excellent machine for people who wanna start programming
2196,5,I had received a defect piece.which was repaired luckily under warranty where my whole logical board was replaced
2197,5,"1.looks sexy 2.feels actually like laptop 3.faster, smoother"
2198,4,amazing product ..
2199,5,awesome product ever
2200,5,"Good looking and performance i got this for 53,240 only with hdfc bank card offer thank you Flipkart and hdfc"
2201,5,"Best One !! Battery backup is awesome , performance, strength is lit 🔥🔥.... display is little bit poor"
2202,5,Just awesome @₹45k
2203,5,Best product high battery backup No complaints
2204,1,u sell me tooo too costlyafter i buy i chek rates @amazon at dere almost the difference is 10000 ... very sad for flipkart users ... i nevr recomened for this site if no compensation givn to me thank you
2205,1,"It stopped working after 1 year 2 months all of a sudden. And when I took it for repair, they demanded 40k more for the repair.  That's not the quality I expect out of Apple."
2206,5,No words. Amazing amazing 😍😍😍thanks for flipkart.
2207,5,Damn cool! my best decision for buying this in 2019.
2208,5,i bought it for 48090 using exchange offer and for that price it is awsome laptop premium built and very light weight and flipkart delivery was also good as i got it in about 4 days
2209,5,Amazing Product at amazing price 44k on billion days sell.
2210,1,"flipkart is making fool to people. some thing they commit, at the exchange time they want new product. even after paying difference amount they are not ready to provide revised invoice . this is cheating .."
2211,5,amazing and so nice and slim laptop.
2212,5,"I was a skeptic regarding Mac. Why is it so costly? Turns out, you get exactly what you pay for. A premium looking laptop with great quality and battery life. After using this for a day, I became a fan of it. And to those people who complain about the display. They are complaining because they used the latest Macbook Pro varients. But when we compare it with other windows laptops, It's display is amazing. The best unexpected part is its Sound quality. It is just mind blowing. I never came acr..."
2213,2,"I have used all Apple products and my experience is quite satisfactory. But about Macbook Air 2017 model, let me confess, even though the hardware is quite satisfactory, Mac OS is not up to the mark. First and foremost issue is, its OS is not user friendly like iphone OS. It is hell and heaven difference between Mac OS (Mojave) and iphone OS. Sound quality, form factor, battery even display is very good. You can easily use But you will have to struggle to get a simple thing done. I do not f..."
2214,5,"There is no question about the product, simply its awasom. And satisfied with filkart's delivery also."
2215,5,"Great Product, Excellent deal...and an Awesome service by Flipkart...!"
2216,5,Macbook air is awesome. Delivery was on time and everything was as expected.
2217,5,"Nice Product, Really loved it"
2218,5,Got genuine product for 45k Im soo happi
2219,5,awesome truly amazing loved it
2220,2,I am posting this 1 star not for the laptop but for Flipkart..They keep exchange offer and expect that customers will give them a brand new product in return.The pick up guy comes and cancels for scratches
2221,5,Okay it felt little harder for me to use MacBook Air as i switched from windows to macOS. The display was just too small I thought when it got delivered but after using & realised performance I Thought its not windows lol to give 15-16 inch screens
2222,5,Cool 😎😎 nice product
2223,5,I had lots of doubt about the macbook and apple products on flipkart. 1) whether i will get the original or duplicate product but after getting the product my this doubt got clear. I received the seal packed product and i verified my warranty details also on the apple website. 2) As i was switching from Windows laptop to macbook laptop. So i was worried about whether i would be able to install all the application which i was using on windows laptop. As i need laptop for the programming so n...
2224,1,"Mojave is very slow. In the flipkart link, it says Sierra, but the one I got is Mojave. Performance is not as expected. Rest all good."
